cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
409	cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_plasm_Intensity_MaxIntensity_Hematoxylin	0.026601979013832516
410	bladder_firstorder_Median	StDev_nuclei_AreaShape_Zernike_4_4	0.02664982799163203
411	cancer_glrlm_GrayLevelNonUniformity	Mean_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.02669972671374897
412	bladder_glcm_ClusterTendency	StDev_nuclei_Texture_Correlation_Hematoxylin_3_00_256	0.027043746125119665
413	cancer_shape_Maximum2DDiameterColumn	StDev_nuclei_Intensity_MinIntensityEdge_Hematoxylin;StDev_plasm_Intensity_MinIntensityEdge_Hematoxylin	0.027054598159839325
414	bladder_shape_Maximum2DDiameterRow;bladder_shape_MajorAxisLength;bladder_shape_Maximum3DDiameter	Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.02717950931791056
415	cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_plasm_Intensity_StdIntensityEdge_Hematoxylin	0.027267173432358256
416	bladder_firstorder_Mean;bladder_firstorder_Median	Median_plasm_AreaShape_Zernike_4_0	0.027366459341829616
417	cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	Texture_SumVariance_Hematoxylin_3_00_256	0.027461737418473273
418	cancer_glrlm_LongRunLowGrayLevelEmphasis	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.027488204982397842
419	cancer_firstorder_Range	Mean_plasm_AreaShape_Zernike_2_2	0.02757686761716748
420	bladder_glcm_ClusterProminence	StDev_nuclei_Texture_Correlation_Hematoxylin_3_00_256	0.02759164355404857
421	cancer_shape_SurfaceVolumeRatio	Mean_nuclei_AreaShape_Zernike_8_4	0.027694713271337105
422	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Median_nuclei_Intensity_MedianIntensity_Hematoxylin	0.027694713271337105
423	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.027816871823281866
424	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis	Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.02782037560076836
425	bladder_glszm_ZoneEntropy	StDev_nuclei_AreaShape_Compactness	0.027931940811997444
426	cancer_firstorder_Kurtosis	Mean_nuclei_Texture_Entropy_Hematoxylin_3_00_256	0.02798444978357151
427	cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.028079375825175765
428	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_0	0.028095402204973592
429	bladder_firstorder_RootMeanSquared	Mean_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	0.028162016257912478
430	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2	Mean_nuclei_AreaShape_Zernike_6_2	0.02823011439116389
431	bladder_shape_Maximum2DDiameterRow	Mean_plasm_AreaShape_Zernike_1_1	0.028283148055039776
432	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_plasm_Texture_Contrast_Hematoxylin_3_00_256	0.02836989641032387
433	bladder_glcm_Imc1	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4	0.028466332373387852
434	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	StDev_nuclei_Intensity_MinIntensityEdge_Hematoxylin	0.028466332373387852
435	cancer_glrlm_RunEntropy;cancer_gldm_DependenceEntropy	StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.028523481877595923
436	cancer_gldm_DependenceEntropy	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.02853411098859045
437	cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.02853411098859045
438	cancer_firstorder_TotalEnergy	Median_nuclei_AreaShape_Zernike_4_0	0.02853411098859045
439	bladder_firstorder_Kurtosis	StDev_nuclei_AreaShape_Zernike_4_4	0.028538882809553273
440	bladder_gldm_DependenceEntropy	Mean_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.028578572540394254
441	cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Mean_nuclei_AreaShape_Zernike_6_2	0.02859035244864574
442	bladder_shape_MinorAxisLength	Median_plasm_AreaShape_Zernike_1_1	0.028780027832117566
443	bladder_firstorder_90Percentile	Mean_plasm_AreaShape_Zernike_8_8	0.02882109715410529
444	cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	0.02882109715410529
445	bladder_firstorder_Mean	Texture_InfoMeas1_Hematoxylin_3_00_256	0.028832488971920093
446	cancer_shape_SurfaceVolumeRatio	Median_nuclei_AreaShape_Zernike_9_5	0.02899648263661145
447	bladder_shape_LeastAxisLength	Mean_nuclei_AreaShape_Zernike_8_4	0.029115498973886565
448	cancer_shape_MajorAxisLength	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.029115498973886565
449	cancer_glrlm_LongRunHighGrayLevelEmphasis	Mean_plasm_AreaShape_Zernike_2_2;Median_plasm_AreaShape_Zernike_2_2	0.029193378654123362
450	bladder_glcm_ClusterShade	StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.029206559896633243
451	bladder_firstorder_RootMeanSquared	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.0292186973743371
452	cancer_glrlm_ShortRunLowGrayLevelEmphasis	Mean_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin;Mean_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	0.02923189371556867
453	cancer_glrlm_LongRunLowGrayLevelEmphasis	StDev_nuclei_AreaShape_Compactness	0.029339791245132987
454	cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	StDev_nuclei_AreaShape_Compactness;StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	0.029394931948152705
455	cancer_firstorder_90Percentile	Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_9_1	0.029573260116359763
456	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Mean_plasm_AreaShape_Zernike_9_1	0.02965663343268041
457	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_plasm_Parent_nuclei;Mean_plasm_Parent_nuclei;Median_plasm_Parent_nuclei	0.029727872453652684
458	cancer_shape_Maximum2DDiameterColumn	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_3_3	0.029798204612083923
459	bladder_glcm_ClusterTendency	Mean_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	0.03002291676800632
460	bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation	Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.030028213818924194
461	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.030196719278853798
462	cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Mean_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.030290143221091782
463	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	StDev_plasm_Texture_SumAverage_Hematoxylin_3_00_256	0.030361729207103907
464	cancer_firstorder_TotalEnergy	Mean_plasm_AreaShape_Zernike_9_5	0.030378898917730008
465	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy	Median_plasm_Intensity_MaxIntensity_Hematoxylin	0.030378898917730008
466	cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.030384309091720654
467	cancer_glrlm_RunEntropy	Median_plasm_AreaShape_Compactness	0.030473412870453923
468	bladder_glcm_SumEntropy	StDev_nuclei_AreaShape_FormFactor	0.030511031029034907
469	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	Mean_nuclei_AreaShape_Zernike_9_5	0.03054421332928386
470	bladder_firstorder_RootMeanSquared	Mean_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	0.03054421332928386
471	bladder_shape_MinorAxisLength	Mean_nuclei_AreaShape_Eccentricity	0.03058580534744808
472	bladder_firstorder_RootMeanSquared	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.030782605367803792
473	bladder_firstorder_90Percentile	Texture_SumVariance_Hematoxylin_3_00_256	0.03083873335152638
474	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.03083873335152638
475	bladder_glcm_ClusterShade	Mean_nuclei_AreaShape_Area;Median_nuclei_AreaShape_Area	0.03083873335152638
476	bladder_gldm_SmallDependenceEmphasis	Median_plasm_AreaShape_Compactness	0.030879670230327314
477	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy	StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.030922688198673897
478	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.031043682177108955
479	cancer_glszm_SmallAreaHighGrayLevelEmphasis	Mean_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin;Mean_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	0.031052444542960255
480	cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	StDev_nuclei_Texture_Contrast_Hematoxylin_3_00_256	0.031113393177122476
481	cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	Mean_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.031306282180515
482	bladder_firstorder_90Percentile	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.03136422680177033
483	bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized	StDev_nuclei_AreaShape_FormFactor	0.03142626186674228
484	cancer_glcm_Idmn	Mean_plasm_Intensity_MaxIntensity_Hematoxylin	0.03142626186674228
485	bladder_glszm_GrayLevelNonUniformity	Median_plasm_AreaShape_Zernike_5_5	0.03142626186674228
486	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.031612896486666514
487	bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.0316976932167443
488	cancer_firstorder_Range	StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256;StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.0316976932167443
489	bladder_gldm_DependenceNonUniformityNormalized;bladder_gldm_DependenceVariance;bladder_glcm_DifferenceAverage;bladder_glcm_DifferenceEntropy;bladder_glrlm_RunLengthNonUniformityNormalized;bladder_glrlm_ShortRunEmphasis;bladder_glcm_Idm;bladder_glcm_Id;bladder_glrlm_LongRunEmphasis;bladder_glrlm_RunVariance;bladder_glrlm_RunPercentage;bladder_gldm_LargeDependenceEmphasis	Mean_plasm_Texture_Entropy_Hematoxylin_3_00_256	0.03169931729908149
490	bladder_shape_MinorAxisLength	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_5_3	0.03171203631009283
491	cancer_firstorder_10Percentile	Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_8_2	0.03187841733405508
492	bladder_gldm_GrayLevelNonUniformity	StDev_plasm_AreaShape_Zernike_6_6	0.031939827109151296
493	bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized	Median_plasm_AreaShape_Zernike_4_4	0.03218389876004433
494	bladder_gldm_DependenceNonUniformity	Median_plasm_AreaShape_Zernike_4_2	0.032241876848782575
495	bladder_glcm_ClusterTendency	Mean_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	0.03231238067992805
496	cancer_glszm_ZoneEntropy	StDev_plasm_AreaShape_Zernike_9_3	0.03231703999319254
497	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.03237067965836682
498	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.0324439320985009
499	cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Median_plasm_AreaShape_Zernike_9_9	0.0324439320985009
500	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.032495481915977086
501	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	StDev_nuclei_AreaShape_MajorAxisLength	0.03261904919737032
502	cancer_shape_SurfaceVolumeRatio	Median_plasm_AreaShape_Zernike_8_4	0.032703772783824026
503	bladder_firstorder_90Percentile	StDev_nuclei_AreaShape_Zernike_9_5	0.03283251188781692
504	cancer_glszm_SmallAreaHighGrayLevelEmphasis	Mean_plasm_Intensity_MaxIntensity_Hematoxylin	0.032889997464225676
505	cancer_glszm_GrayLevelNonUniformity	Median_plasm_AreaShape_Zernike_9_1	0.032930053537801984
506	cancer_firstorder_10Percentile	StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_4	0.0330470110222573
507	bladder_firstorder_Mean	Median_nuclei_AreaShape_Zernike_9_3	0.033242844943461
508	bladder_glszm_LargeAreaHighGrayLevelEmphasis	Mean_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.033242844943461
509	cancer_glszm_LargeAreaHighGrayLevelEmphasis	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.03332550694046647
510	cancer_glszm_LowGrayLevelZoneEmphasis	Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.03344394883344934
511	cancer_glszm_SmallAreaHighGrayLevelEmphasis	Mean_plasm_Intensity_StdIntensityEdge_Hematoxylin	0.03348916836008914
512	bladder_gldm_GrayLevelNonUniformity	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.033543189688570195
513	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Median_nuclei_AreaShape_Zernike_5_5	0.03355784354847812
514	cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.03370786998615132
515	bladder_shape_Maximum3DDiameter	Median_nuclei_AreaShape_Zernike_8_4	0.03394020159975876
516	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity	Texture_DifferenceVariance_Hematoxylin_3_00_256	0.03394691845928828
517	cancer_shape_MajorAxisLength	Mean_nuclei_AreaShape_Zernike_9_3	0.03405442098914162
518	bladder_glcm_DifferenceVariance	Median_plasm_AreaShape_Compactness	0.03405442098914162
519	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Median_nuclei_AreaShape_Zernike_7_7	0.03409652773790837
520	bladder_glrlm_GrayLevelNonUniformity	Median_plasm_AreaShape_Zernike_4_2	0.03409652773790837
521	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.034224322177636456
522	bladder_glcm_Imc2	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_3_3	0.03424620913678529
523	bladder_gldm_DependenceEntropy	Mean_plasm_AreaShape_Zernike_1_1	0.03424620913678529
524	cancer_glrlm_RunEntropy	StDev_nuclei_AreaShape_Compactness	0.03428448820345238
525	bladder_glcm_MaximumProbability	Median_plasm_AreaShape_Compactness	0.034357507505529884
526	bladder_gldm_GrayLevelNonUniformity	Median_nuclei_RadialDistribution_RadialCV_Hematoxylin_1of4	0.03438836511317238
527	bladder_glcm_JointEnergy	StDev_plasm_AreaShape_Zernike_3_3	0.03438836511317238
528	bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Mean_plasm_AreaShape_Zernike_2_2;Median_plasm_AreaShape_Zernike_2_2	0.03446852343241337
529	cancer_shape_Maximum2DDiameterSlice	Mean_plasm_AreaShape_Zernike_9_3	0.034531766500296004
530	cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	StDev_nuclei_AreaShape_Zernike_3_1	0.03465863346735779
531	cancer_glszm_SmallAreaEmphasis	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.03468094284821405
532	cancer_glcm_Idn	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_2_2;StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256;StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.03468798321912003
533	bladder_gldm_DependenceEntropy	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.03478949882872349
534	cancer_glrlm_LongRunHighGrayLevelEmphasis;cancer_gldm_LargeDependenceHighGrayLevelEmphasis	StDev_plasm_Parent_nuclei;Mean_plasm_Parent_nuclei;Median_plasm_Parent_nuclei	0.03481017499556271
535	cancer_glszm_SmallAreaHighGrayLevelEmphasis	StDev_nuclei_AreaShape_Area	0.03481017499556271
536	cancer_shape_SurfaceArea	Median_plasm_AreaShape_Zernike_9_1	0.034906902125821045
537	cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.03491406876530413
538	cancer_firstorder_TotalEnergy	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.034937295999234924
539	cancer_firstorder_TotalEnergy	Texture_DifferenceVariance_Hematoxylin_3_00_256	0.03494448657641455
540	bladder_gldm_DependenceEntropy	Median_plasm_AreaShape_Zernike_9_9	0.03494448657641455
541	cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Median_plasm_AreaShape_Zernike_9_5	0.03500935095459163
542	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	StDev_nuclei_Intensity_MaxIntensityEdge_Hematoxylin	0.035015476087673005
543	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.035015476087673005
544	bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation	StDev_plasm_AreaShape_Zernike_3_3	0.03506073479818912
545	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis	StDev_plasm_Parent_nuclei;Mean_plasm_Parent_nuclei;Median_plasm_Parent_nuclei	0.0350966431830013
546	cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	0.03510335296175711
547	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	StDev_nuclei_Intensity_MaxIntensityEdge_Hematoxylin	0.035193081339040096
548	cancer_shape_Sphericity	StDev_plasm_AreaShape_BoundingBoxMaximum_X	0.03520038663614136
549	bladder_glszm_SizeZoneNonUniformityNormalized	StDev_nuclei_Texture_Contrast_Hematoxylin_3_00_256	0.03526575799975901
550	bladder_firstorder_Maximum	Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_9_1	0.035271114664981534
551	cancer_firstorder_TotalEnergy	Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.03529822881926877
552	cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4;Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.035306092717376794
553	bladder_firstorder_TotalEnergy	StDev_plasm_Texture_SumAverage_Hematoxylin_3_00_256	0.035494236662239866
554	bladder_glrlm_RunLengthNonUniformityNormalized;bladder_glrlm_ShortRunEmphasis	Median_plasm_AreaShape_Compactness	0.03560285792288452
555	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Mean_nuclei_AreaShape_Zernike_7_3	0.03566050690414715
556	cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.03566050690414715
557	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	0.03582456647626889
558	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2	StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_4	0.035891575757892834
559	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Texture_InfoMeas1_Hematoxylin_3_00_256	0.03596711251224274
560	bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation	Median_plasm_Intensity_MaxIntensity_Hematoxylin	0.035989476829873676
561	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.03604825088853735
562	bladder_glcm_Correlation;bladder_glcm_Imc2	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_5_3	0.03610757735144495
563	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Median_nuclei_AreaShape_Zernike_7_3	0.036132304244522136
564	bladder_shape_SurfaceArea	Mean_plasm_AreaShape_Zernike_5_5	0.03623460565710476
565	bladder_glszm_GrayLevelNonUniformity	Mean_plasm_AreaShape_Zernike_4_0	0.036309101911516026
566	cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	Median_plasm_AreaShape_Zernike_9_1	0.036443621979021484
567	bladder_gldm_GrayLevelNonUniformity	Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.03646041774344953
568	cancer_glszm_LargeAreaHighGrayLevelEmphasis	Mean_nuclei_Texture_InfoMeas2_Hematoxylin_3_00_256	0.03652036314981872
569	cancer_firstorder_TotalEnergy	Mean_nuclei_AreaShape_Zernike_8_4	0.036528119572351934
570	bladder_firstorder_90Percentile	Mean_plasm_Texture_SumAverage_Hematoxylin_3_00_256	0.03661319360985062
571	bladder_glszm_ZoneEntropy	Median_plasm_AreaShape_Compactness	0.03664572062606249
572	cancer_shape_SurfaceVolumeRatio	StDev_plasm_AreaShape_Zernike_8_2	0.03675673491711625
573	bladder_shape_Maximum2DDiameterSlice	Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.03691712005181679
574	cancer_shape_MinorAxisLength	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2	0.03691712005181679
575	bladder_firstorder_Maximum	Mean_nuclei_AreaShape_Zernike_4_2	0.037100701081539775
576	bladder_glrlm_GrayLevelNonUniformity	StDev_plasm_Intensity_StdIntensityEdge_Hematoxylin	0.03712469621818198
577	cancer_glszm_LargeAreaLowGrayLevelEmphasis	Median_plasm_AreaShape_Extent	0.03719283890964421
578	cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage	StDev_plasm_Parent_nuclei;Mean_plasm_Parent_nuclei;Median_plasm_Parent_nuclei	0.03720974191389919
579	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized	StDev_plasm_AreaShape_Area	0.03726803780026277
580	cancer_shape_Elongation	Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_5_5	0.03726803780026277
581	cancer_gldm_DependenceNonUniformityNormalized	StDev_nuclei_AreaShape_Zernike_6_0	0.037299227374664644
582	bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	StDev_plasm_AreaShape_Area	0.037299227374664644
583	bladder_firstorder_Mean;bladder_firstorder_Median	Mean_nuclei_AreaShape_Eccentricity	0.037316459977114434
584	bladder_glszm_GrayLevelNonUniformityNormalized	StDev_nuclei_AreaShape_Zernike_9_5	0.03733370106554114
585	bladder_glcm_ClusterTendency	StDev_nuclei_AreaShape_FormFactor	0.037410216858535184
586	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy	Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0;StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0	0.03747976722651509
587	bladder_firstorder_Uniformity	StDev_plasm_AreaShape_Zernike_3_3	0.037593015816756795
588	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Mean_nuclei_RadialDistribution_RadialCV_Hematoxylin_1of4	0.03786563973416025
589	bladder_gldm_GrayLevelNonUniformity	Median_plasm_AreaShape_Zernike_4_2	0.03786563973416025
