Gene	Gene_name	Length
ENSG00000140104	CLBA1	24707
ENSG00000170779	CDCA4	11510
ENSG00000183484	GPR132	16050
ENSG00000257556	LINC02298	6522
ENSG00000286636	AL512356.4	1900
ENSG00000280244	AL512356.3	460
ENSG00000258154	AL512356.2	173
ENSG00000287459	AL512356.5	10224
ENSG00000184916	JAG2	27842
ENSG00000273778	MIR6765	86
ENSG00000257622	AL512356.1	29000
ENSG00000183828	NUDT14	8385
ENSG00000185024	BRF1	106303
ENSG00000184887	BTBD6	2603
ENSG00000179364	PACS2	97584
ENSG00000279495	AL928654.4	2500
ENSG00000242085	RPS20P33	353
ENSG00000226174	TEX22	51568
ENSG00000251602	AL928654.1	2855
ENSG00000182979	MTA1	50909
ENSG00000257270	AL928654.2	2824
ENSG00000182809	CRIP2	7208
ENSG00000213145	CRIP1	2630
ENSG00000257341	AL928654.3	5068
ENSG00000185347	TEDC1	9720
ENSG00000184986	TMEM121	3619
ENSG00000230157	ATP5MC1P1	378
ENSG00000234402	ELK2BP	3084
ENSG00000211890	IGHA2	4664
ENSG00000211891	IGHE	4037
ENSG00000211892	IGHG4	5560
ENSG00000274172	MIR8071-1	64
ENSG00000211893	IGHG2	5231
ENSG00000277030	MIR8071-2	64
ENSG00000253364	COPDA1	1133
ENSG00000253755	IGHGP	5210
ENSG00000213140	ELK2AP	1006
ENSG00000211895	IGHA1	4670
ENSG00000253692	IGHEP1	733
ENSG00000211896	IGHG1	6728
ENSG00000211897	IGHG3	6902
ENSG00000270371	AL122127.1	326
ENSG00000211898	IGHD	8913
ENSG00000211899	IGHM	4513
ENSG00000265612	MIR4539	59
ENSG00000264024	MIR4507	51
ENSG00000263413	MIR4538	77
ENSG00000264781	MIR4537	69
ENSG00000211900	IGHJ6	60
ENSG00000237111	IGHJ3P	49
ENSG00000242472	IGHJ5	48
ENSG00000240041	IGHJ4	45
ENSG00000242887	IGHJ3	48
ENSG00000182636	NDN	1905
ENSG00000286973	AC087490.1	99260
ENSG00000206616	RNU6-741P	106
ENSG00000260232	PWRN4	178410
ENSG00000274253	AC138649.1	20900
ENSG00000259425	AC011767.1	5676
ENSG00000170113	NIPA1	56726
ENSG00000140157	NIPA2	29743
ENSG00000273749	CYFIP1	114011
ENSG00000275835	TUBGCP5	56380
ENSG00000206190	ATP10A	187899
ENSG00000274307	AC023449.2	2399
ENSG00000222123	RNA5SP390	112
ENSG00000266517	MIR4715	78
ENSG00000104044	OCA2	344440
ENSG00000232394	AC090696.1	1177
ENSG00000228992	RPL5P32	878
ENSG00000259122	TVP23BP1	5468
ENSG00000182256	GABRG3	570803
ENSG00000228740	GABRG3-AS1	122341
ENSG00000214254	AC136896.1	546
ENSG00000200326	RNA5SP391	118
ENSG00000258624	SERPINE4P	280
ENSG00000261426	AC144833.1	4088
ENSG00000258970	AC104002.1	1939
ENSG00000259152	AC104002.2	5957
ENSG00000259168	AC104002.3	58956
ENSG00000183629	GOLGA8G	13403
ENSG00000276955	Metazoa_SRP	289
ENSG00000227717	AC138749.1	7741
ENSG00000261581	HERC2P11	4381
ENSG00000259905	PWRN1	721538
ENSG00000260551	PWRN2	7194
ENSG00000260780	AC087463.1	19070
ENSG00000260959	AC087463.2	2047
ENSG00000287888	AC087463.3	1735
ENSG00000286110	AC090983.2	354864
ENSG00000185823	NPAP1	7689
ENSG00000128739	SNRPN	155086
ENSG00000280118	AC090983.1	3898
ENSG00000241061	RPL5P1	893
ENSG00000242088	AC090602.1	251
ENSG00000273173	SNURF	22864
ENSG00000214265	AC124312.1	45242
ENSG00000224078	SNHG14	441753
ENSG00000276314	SNORD107	74
ENSG00000279192	PWAR5	3179
ENSG00000276610	SNORD64	66
ENSG00000239014	SNORD108	70
ENSG00000257647	AC124312.2	4311
ENSG00000274640	SNORD109A	66
ENSG00000207063	SNORD116-1	94
ENSG00000207001	SNORD116-2	94
ENSG00000207014	SNORD116-3	94
ENSG00000275529	SNORD116-4	95
ENSG00000207191	SNORD116-5	94
ENSG00000207442	SNORD116-6	95
ENSG00000207133	SNORD116-7	94
ENSG00000207093	SNORD116-8	94
ENSG00000206727	SNORD116-9	94
ENSG00000200661	SNORD116-10	101
ENSG00000206609	SNORD116-11	91
ENSG00000207197	SNORD116-12	91
ENSG00000207137	SNORD116-13	91
ENSG00000206621	SNORD116-14	91
ENSG00000207174	SNORD116-15	91
ENSG00000207263	SNORD116-16	91
ENSG00000206656	SNORD116-17	91
ENSG00000206688	SNORD116-18	91
ENSG00000207460	SNORD116-19	91
ENSG00000261069	AC124312.3	1235
ENSG00000278715	SNORD116-20	91
ENSG00000277785	SNORD116-21	91
ENSG00000275127	SNORD116-22	91
ENSG00000207375	SNORD116-23	91
ENSG00000287482	AC124312.5	15683
ENSG00000279735	AC124312.4	417
ENSG00000207279	SNORD116-24	91
ENSG00000252326	SNORD116-25	91
ENSG00000251815	SNORD116-26	95
ENSG00000251896	SNORD116-27	91
ENSG00000278123	SNORD116-28	90
ENSG00000207245	SNORD116-29	82
ENSG00000252277	SNORD116-30	84
ENSG00000279050	PWAR1	2413
ENSG00000212428	SNORD115	58
ENSG00000270814	TMEM261P1	339
ENSG00000201831	SNORD115-1	81
ENSG00000199712	SNORD115-2	81
ENSG00000199970	SNORD115-3	81
ENSG00000200680	SNORD115-4	81
ENSG00000200503	SNORD115-5	81
ENSG00000200812	SNORD115-6	81
ENSG00000278089	SNORD115-7	81
ENSG00000200726	SNORD115-8	81
ENSG00000199782	SNORD115-9	81
ENSG00000201943	SNORD115-10	80
ENSG00000200486	SNORD115-11	81
ENSG00000199453	SNORD115-12	81
ENSG00000273835	SNORD115-13	81
ENSG00000199960	SNORD115-14	80
ENSG00000201679	SNORD115-15	80
ENSG00000200757	SNORD115-16	81
ENSG00000201482	SNORD115-17	81
ENSG00000200163	SNORD115-18	81
ENSG00000199968	SNORD115-19	81
ENSG00000201969	SNORD115-20	81
ENSG00000199833	SNORD115-21	80
ENSG00000201326	SNORD115-22	81
ENSG00000201331	SNORD115-23	81
ENSG00000200398	SNORD115-24	81
ENSG00000199489	SNORD115-25	81
ENSG00000275524	SNORD115-26	81
ENSG00000201300	SNORD115-27	81
ENSG00000200801	SNORD115-28	80
ENSG00000199704	SNORD115-29	81
ENSG00000200987	SNORD115-30	81
ENSG00000202188	SNORD115-31	81
ENSG00000200949	SNORD115-32	81
ENSG00000200593	SNORD115-33	81
ENSG00000199311	SNORD115-34	81
ENSG00000201992	SNORD115-35	81
ENSG00000202499	SNORD115-36	81
ENSG00000200638	SNORD115-37	81
ENSG00000201907	SNORD115-38	81
ENSG00000200564	SNORD115-39	81
ENSG00000272460	SNORD115-40	81
ENSG00000200478	SNORD115-41	81
ENSG00000201143	SNORD115-42	81
ENSG00000202373	SNORD115-43	81
ENSG00000202261	SNORD115-44	81
ENSG00000280234	AC124303.1	1448
ENSG00000212380	SNORD115-45	80
ENSG00000276844	SNORD115-46	70
ENSG00000212528	SNORD115-47	85
ENSG00000201634	SNORD115-48	75
ENSG00000239169	SNORD109B	66
ENSG00000114062	UBE3A	105323
ENSG00000261529	AC100774.1	1602
ENSG00000235731	LINC02250	122542
ENSG00000128731	HERC2	211132
ENSG00000256338	RPL41P2	408
ENSG00000261401	AC091304.3	4372
ENSG00000261561	AC091304.5	157
ENSG00000237850	AC091304.1	9029
ENSG00000261497	AC091304.4	2935
ENSG00000153684	GOLGA8F	13397
ENSG00000276891	RN7SL238P	289
ENSG00000261524	ABCB10P3	2165
ENSG00000206149	HERC2P9	95772
ENSG00000254398	AC055876.2	2847
ENSG00000232431	AC055876.1	3759
ENSG00000256951	AC055876.3	287
ENSG00000261377	PDCD6IPP2	69343
ENSG00000271616	AC055876.5	563
ENSG00000261649	GOLGA6L7	6842
ENSG00000270301	AC174071.1	516
ENSG00000188626	GOLGA8M	36430
ENSG00000274632	RN7SL719P	236
ENSG00000261480	GOLGA8M	19054
ENSG00000248334	WHAMMP2	21621
ENSG00000260844	AC055876.4	711
ENSG00000287894	AC174469.1	2988
ENSG00000034053	APBA2	233832
ENSG00000259277	AC127522.1	7268
ENSG00000104059	FAM189A1	450469
ENSG00000259299	AC061965.2	1464
ENSG00000252868	AC061965.1	111
ENSG00000185115	NSMCE3	4833
ENSG00000259690	AC107980.1	3354
ENSG00000287334	AC102941.2	5005
ENSG00000256802	AC022613.1	5967
ENSG00000104067	TJP1	269498
ENSG00000259644	AC022613.3	1345
ENSG00000234664	HMGN2P5	272
ENSG00000259523	AC022613.2	1450
ENSG00000259749	NCAPGP2	1225
ENSG00000259647	AC111152.2	40405
ENSG00000260174	AC111152.3	841
ENSG00000103832	GOLGA8UP	10286
ENSG00000278696	RN7SL82P	236
ENSG00000260382	AC087481.1	964
ENSG00000259845	HERC2P10	28882
ENSG00000229389	AC111152.1	20122
ENSG00000179938	GOLGA8J	10446
ENSG00000273818	RN7SL673P	236
ENSG00000261792	DNM1P28	3267
ENSG00000178081	ULK4P3	28037
ENSG00000207432	U8	132
ENSG00000261247	GOLGA8T	10418
ENSG00000277637	RN7SL469P	236
ENSG00000260897	DNM1P30	2537
ENSG00000261747	AC120045.2	177
ENSG00000259906	AC120045.1	9380
ENSG00000225930	LINC02249	21743
ENSG00000259993	AC135731.1	2547
ENSG00000206972	RNU6-17P	106
ENSG00000270955	AC135731.2	5856
ENSG00000279417	AC019322.4	3929
ENSG00000238783	Y_RNA	104
ENSG00000166664	CHRFAM7A	36083
ENSG00000263070	AC019322.1	6634
ENSG00000238519	U8	132
ENSG00000274966	AC019322.3	1222
ENSG00000186399	GOLGA8R	10422
ENSG00000274424	RN7SL196P	290
ENSG00000271333	AC019322.2	146
ENSG00000215302	AC127502.1	36844
ENSG00000270055	AC127502.2	2350
ENSG00000283345	AC127502.3	6321
ENSG00000260784	AC026150.2	1788
ENSG00000260693	AC026150.1	5876
ENSG00000178115	GOLGA8Q	10423
ENSG00000277031	RN7SL796P	290
ENSG00000259890	DNM1P50	3267
ENSG00000260128	ULK4P2	27909
ENSG00000207430	U8	132
ENSG00000261794	GOLGA8H	10435
ENSG00000270016	AC026150.3	498
ENSG00000277467	RN7SL628P	236
ENSG00000269930	AC091057.3	791
ENSG00000247728	AC091057.2	8775
ENSG00000285077	AC091057.6	25035
ENSG00000284906	ARHGAP11B	61058
ENSG00000285035	AC091057.5	78862
ENSG00000187951	AC091057.1	114276
ENSG00000206846	Y_RNA	93
ENSG00000284783	AC091057.4	9453
ENSG00000259448	LINC02352	8823
ENSG00000259772	AC012236.1	8839
ENSG00000198690	FAN1	52549
ENSG00000261628	AC087481.2	847
ENSG00000166912	MTMR10	52687
ENSG00000212526	RNU6-466P	102
ENSG00000259720	AC009562.1	50131
ENSG00000134160	TRPM1	160212
ENSG00000207702	MIR211	109
ENSG00000169926	KLF13	108830
ENSG00000259179	UBE2CP4	534
ENSG00000169918	OTUD7A	395391
ENSG00000259358	AC026951.1	2458
ENSG00000277500	AC026951.2	240
ENSG00000175344	CHRNA7	249580
ENSG00000206849	AC079969.1	131
ENSG00000201084	Y_RNA	104
ENSG00000279912	AC068448.1	3924
ENSG00000260642	AC139426.2	8246
ENSG00000261491	DNM1P31	2547
ENSG00000249931	GOLGA8K	10510
ENSG00000275776	RN7SL185P	248
ENSG00000215304	AC135983.1	36277
ENSG00000261279	ULK4P1	28395
ENSG00000206987	U8	132
ENSG00000261708	DNM1P32	3264
ENSG00000206127	GOLGA8O	13720
ENSG00000274076	RN7SL539P	290
ENSG00000270789	AC135983.5	143
ENSG00000261375	AC135983.4	2319
ENSG00000254912	AC135983.3	6343
ENSG00000223509	AC135983.2	17078
ENSG00000261064	LINC02256	51566
ENSG00000276724	AC123768.4	700
ENSG00000262728	AC123768.3	29634
ENSG00000232653	GOLGA8N	13854
ENSG00000277464	RN7SL286P	290
ENSG00000244952	AC123768.2	1378
ENSG00000198826	ARHGAP11A	24797
ENSG00000285948	AC123768.5	17509
ENSG00000166922	SCG5	55422
ENSG00000241818	AC123768.1	16981
ENSG00000248905	FMN1	429188
ENSG00000259392	AC090877.1	343
ENSG00000212415	AC018515.1	64
ENSG00000259686	HNRNPA1P71	949
ENSG00000279958	AC019278.1	478
ENSG00000186073	C15orf41	230622
ENSG00000261635	AC103988.1	724
ENSG00000261315	LARP4P	2176
ENSG00000260582	TPST2P1	1101
ENSG00000261191	AC013640.1	27911
ENSG00000223518	CSNK1A1P1	19863
ENSG00000259751	AC018868.2	1258
ENSG00000021776	AQR	117960
ENSG00000231409	AC018868.1	314
ENSG00000198146	ZNF770	9946
ENSG00000279364	AC114546.3	1733
ENSG00000259181	AC114546.1	9575
ENSG00000280396	AC114546.4	368
ENSG00000259587	AC114546.2	3347
ENSG00000259665	AC021231.3	369
ENSG00000255192	NANOGP8	917
ENSG00000259397	AC021231.2	729
ENSG00000259336	AC021231.1	70676
ENSG00000259592	PRELID1P4	511
ENSG00000259516	ANP32AP1	56398
ENSG00000134146	DPH6	328848
ENSG00000259710	NUTF2P6	384
ENSG00000259585	RBM17P4	1191
ENSG00000265102	MIR3942	108
ENSG00000259688	AC019288.1	223
ENSG00000259411	HNRNPA1P45	1077
ENSG00000248079	DPH6-DT	314045
ENSG00000259217	AC068867.1	149
ENSG00000274444	AC078909.2	397
ENSG00000236914	LINC01852	4178
ENSG00000259380	AC087473.1	87302
ENSG00000134138	MEIS2	212095
ENSG00000277202	MIR8063	80
ENSG00000206676	Y_RNA	102
ENSG00000259460	AC078909.1	834
ENSG00000166068	SPRED1	104413
ENSG00000171262	FAM98B	33583
ENSG00000259192	AC109631.1	780
ENSG00000198838	RYR3	555176
ENSG00000200008	Y_RNA	104
ENSG00000276702	AC010809.3	640
ENSG00000259408	AC010809.2	5024
ENSG00000259287	AC010809.1	6223
ENSG00000169857	AVEN	172977
ENSG00000184984	CHRM5	98737
ENSG00000278472	AC009268.2	456
ENSG00000287840	AC009268.3	2862
ENSG00000259505	AC009268.1	1362
ENSG00000134153	EMC7	17845
ENSG00000243094	AC079203.1	403
ENSG00000182405	PGBD4	6603
ENSG00000134152	KATNBL1	69422
ENSG00000128463	EMC4	5143
ENSG00000140199	SLC12A6	108276
ENSG00000259468	AC079203.2	2546
ENSG00000207091	Y_RNA	100
ENSG00000182117	NOP10	1464
ENSG00000184507	NUTM1	14422
ENSG00000176454	LPCAT4	8563
ENSG00000259904	ACTG1P15	1062
ENSG00000175265	GOLGA8A	58398
ENSG00000221649	MIR1233-1	81
ENSG00000260639	AC025678.1	337
ENSG00000261081	AC025678.2	969
ENSG00000279092	AC025678.3	4823
ENSG00000259917	HNRNPLP2	1569
ENSG00000261559	FSCN1P1	1480
ENSG00000278582	AC027139.2	1183
ENSG00000215252	GOLGA8B	63296
ENSG00000221065	MIR1233-2	81
ENSG00000259892	AC027139.1	950
ENSG00000252425	AC100834.1	100
ENSG00000172575	RASGRP1	77472
ENSG00000286786	AC116158.3	6677
ENSG00000259326	AC116158.1	2128
ENSG00000259598	AC116158.2	10585
ENSG00000175779	LINC02694	552494
ENSG00000259731	AC022929.1	2861
ENSG00000274281	AC022929.2	2126
ENSG00000259345	AC013652.1	561873
ENSG00000259278	AC087878.1	7328
ENSG00000259423	AC113146.1	12372
ENSG00000175746	C15orf54	4161
ENSG00000259447	AC013652.2	10364
ENSG00000259269	AC109630.1	24371
ENSG00000259390	AC022196.1	7619
ENSG00000246863	GPR176-DT	4838
ENSG00000200305	Y_RNA	104
ENSG00000137801	THBS1	18387
ENSG00000276107	AC037198.1	732
ENSG00000278621	AC037198.2	525
ENSG00000150667	FSIP1	194484
ENSG00000259580	AC023908.2	30774
ENSG00000261136	AC023908.3	3046
ENSG00000166073	GPR176	121860
ENSG00000259432	AC023908.1	2206
ENSG00000128829	EIF2AK4	101476
ENSG00000259389	H3F3AP1	333
ENSG00000140319	SRP14	3491
ENSG00000248508	SRP14-AS1	37297
ENSG00000259584	AC021755.2	3500
ENSG00000275636	AC021755.3	455
ENSG00000104081	BMF	21002
ENSG00000259409	BMF-AS1	554
ENSG00000156970	BUB1B	60113
ENSG00000137843	PAK6	60059
ENSG00000259288	BUB1B-PAK6	46390
ENSG00000273786	AC020658.4	683
ENSG00000260648	AC020658.3	4027
ENSG00000279537	AC020658.7	2441
ENSG00000176753	C15orf56	2305
ENSG00000279409	AC020658.6	1869
ENSG00000137841	PLCB2	29759
ENSG00000230778	ANKRD63	1142
ENSG00000273855	AC020658.5	441
ENSG00000259307	PLCB2-AS1	1150
ENSG00000244705	AC020658.1	937
ENSG00000259198	AC020658.2	4019
ENSG00000259330	INAFM2	3023
ENSG00000188549	CCDC9B	9515
ENSG00000252714	RNA5SP392	111
ENSG00000233041	PHGR1	5401
ENSG00000140323	DISP2	20402
ENSG00000259368	AC013356.4	715
ENSG00000128944	KNSTRN	11525
ENSG00000128928	IVD	30462
ENSG00000140320	BAHD1	28515
ENSG00000259364	AC013356.3	1195
ENSG00000259211	AC013356.2	2533
ENSG00000169105	CHST14	3573
ENSG00000244251	AC013356.1	563
ENSG00000259536	AC091045.1	69978
ENSG00000128891	CCDC32	36374
ENSG00000223313	RNU6-516P	103
ENSG00000166133	RPUSD2	5650
ENSG00000203573	Metazoa_SRP	297
ENSG00000137812	KNL1	70322
ENSG00000265814	RN7SL376P	263
ENSG00000259254	AC022405.1	3924
ENSG00000245849	RAD51-AS1	8924
ENSG00000051180	RAD51	37566
ENSG00000137824	RMDN3	19967
ENSG00000271236	SUMO2P15	277
ENSG00000137880	GCHFR	3640
ENSG00000104129	DNAJC17	42317
ENSG00000188277	C15orf62	2469
ENSG00000166140	ZFYVE19	7998
ENSG00000166143	PPP1R14D	13264
ENSG00000261183	SPINT1-AS1	8579
ENSG00000166145	SPINT1	14189
ENSG00000104140	RHOV	2020
ENSG00000274798	AC025166.1	162
ENSG00000104142	VPS18	9525
ENSG00000251161	AC020661.1	3526
ENSG00000128917	DLL4	9733
ENSG00000246740	PLA2G4E-AS1	26331
ENSG00000188089	PLA2G4E	69608
ENSG00000257797	AC039056.1	3985
ENSG00000128965	CHAC1	3550
ENSG00000128908	INO80	137400
ENSG00000259617	AC020661.3	5591
ENSG00000259463	AC020661.2	1703
ENSG00000259521	INO80-AS1	11086
ENSG00000280036	AC020661.4	1853
ENSG00000259547	CYCSP2	300
ENSG00000283133	AC021753.1	167
ENSG00000157021	FAM92A1P1	1212
ENSG00000178997	EXD1	48018
ENSG00000240847	RN7SL497P	300
ENSG00000187446	CHP1	51048
ENSG00000247556	OIP5-AS1	25747
ENSG00000285920	AC087721.2	96989
ENSG00000104147	OIP5	23318
ENSG00000137804	NUSAP1	60256
ENSG00000259396	AC087721.1	1145
ENSG00000137806	NDUFAF1	15166
ENSG00000137815	RTF1	75155
ENSG00000200407	RNU6-1169P	102
ENSG00000137825	ITPKA	10158
ENSG00000062524	LTK	10250
ENSG00000103932	RPAP1	27093
ENSG00000259838	ELOCP2	408
ENSG00000092445	TYRO3	25914
ENSG00000260926	AC016134.1	21451
ENSG00000174197	MGA	151857
ENSG00000207766	MIR626	93
ENSG00000270702	AC073657.2	302
ENSG00000260814	AC073657.1	1976
ENSG00000137802	MAPKBP1	53421
ENSG00000250379	AC020659.2	2837
ENSG00000243789	JMJD7	9489
ENSG00000168970	JMJD7-PLA2G4B	20060
ENSG00000243708	PLA2G4B	10372
ENSG00000137877	SPTBN5	45907
ENSG00000200293	RNA5SP393	116
ENSG00000264850	MIR4310	56
ENSG00000174171	AC020659.1	6751
ENSG00000103966	EHD4	76624
ENSG00000278493	AC039056.2	510
ENSG00000259883	EHD4-AS1	7869
ENSG00000159337	PLA2G4D	27553
ENSG00000168907	PLA2G4F	17602
ENSG00000166887	VPS39	49615
ENSG00000207712	MIR627	96
ENSG00000261002	AC036103.1	18577
ENSG00000103978	TMEM87A	63137
ENSG00000214013	GANC	83702
ENSG00000260571	BNIP3P5	699
ENSG00000258461	AC012651.1	64214
ENSG00000092529	CAPN3	52818
ENSG00000103994	ZNF106	78318
ENSG00000201077	RNU6-188P	106
ENSG00000092531	SNAP23	54123
ENSG00000261684	AC018362.1	35446
ENSG00000285942	AC018362.3	51391
ENSG00000180979	LRRC57	10982
ENSG00000137814	HAUS2	21166
ENSG00000261822	AC018362.2	2963
ENSG00000260490	MYL12BP1	506
ENSG00000159433	STARD9	145392
ENSG00000260282	EIF4EBP2P2	332
ENSG00000140326	CDAN1	13584
ENSG00000278769	AC090510.3	820
ENSG00000274403	AC090510.2	628
ENSG00000128881	TTBK2	182079
ENSG00000246283	AC090510.1	4084
ENSG00000286877	AC090510.4	855
ENSG00000260799	KRT8P50	1437
ENSG00000254793	FDPSP4	1048
ENSG00000159459	UBR1	163216
ENSG00000285080	AC068724.3	79554
ENSG00000281269	AC068724.2	90
ENSG00000205871	RPS3AP47	791
ENSG00000137842	TMEM62	61865
ENSG00000260928	SPCS2P1	678
ENSG00000285117	AC068724.4	26688
ENSG00000261687	AC068724.1	1062
ENSG00000166946	CCNDBP1	12059
ENSG00000166947	EPB42	23898
ENSG00000104055	TGM5	34338
ENSG00000202211	Y_RNA	101
ENSG00000259479	SORD2P	58947
ENSG00000259187	AC122108.1	554
ENSG00000238845	Y_RNA	112
ENSG00000212424	RNU1-119P	164
ENSG00000259520	AC051619.5	43321
ENSG00000137860	SLC28A2	25612
ENSG00000259433	AC051619.3	2425
ENSG00000238941	RNU6-953P	106
ENSG00000171766	GATM	41203
ENSG00000275672	AC025580.3	1423
ENSG00000171763	SPATA5L1	19079
ENSG00000166920	C15orf48	18232
ENSG00000259342	AC025580.1	11156
ENSG00000284386	MIR147B	79
ENSG00000259354	AC025580.2	65340
ENSG00000104154	SLC30A4	43149
ENSG00000179362	HMGN2P46	75154
ENSG00000207516	SNORA41B	127
ENSG00000259681	AC090527.1	4279
ENSG00000259427	DPPA5P2	298
ENSG00000275709	AC090527.3	547
ENSG00000285934	AC091074.2	15207
ENSG00000284540	AC066615.1	627
ENSG00000273972	AC068722.2	543
ENSG00000259200	AC068722.1	225991
ENSG00000104164	BLOC1S6	28731
ENSG00000260170	AC090527.2	88963
ENSG00000200419	Y_RNA	101
ENSG00000137767	SQOR	60133
ENSG00000137872	SEMA6D	590122
ENSG00000222343	RN7SKP139	292
ENSG00000259554	AC084882.1	981
ENSG00000259221	AC023905.1	37302
ENSG00000259360	AC009558.1	2053
ENSG00000259740	AC009558.2	2587
ENSG00000259588	AC012050.1	2472
ENSG00000213862	AC044787.1	791
ENSG00000259572	LINC01491	72047
ENSG00000259754	AC092078.2	237778
ENSG00000259730	AC092078.1	5465
ENSG00000287439	AC092078.3	31523
ENSG00000167014	TERB2	22542
ENSG00000252475	RNU6-1332P	103
ENSG00000259304	AC090888.2	1143
ENSG00000252288	RNU6-966P	103
ENSG00000212550	RNU1-78P	164
ENSG00000140263	SORD	54004
ENSG00000259418	AC091117.2	16991
ENSG00000252171	Y_RNA	112
ENSG00000259352	AC091117.1	556
ENSG00000140279	DUOX2	21694
ENSG00000140274	DUOXA2	4095
ENSG00000140254	DUOXA1	12571
ENSG00000137857	DUOX1	35643
ENSG00000259539	AC051619.6	14862
ENSG00000138606	SHF	33961
ENSG00000259519	AC051619.4	29614
ENSG00000259932	AC051619.7	622
ENSG00000260035	AC051619.8	307
ENSG00000279014	AC051619.10	596
ENSG00000261709	AC051619.9	127
ENSG00000259338	AC051619.2	396
ENSG00000259705	AC084757.3	6065
ENSG00000273925	AC084757.4	525
ENSG00000166147	FBN1	237543
ENSG00000286947	AC022467.2	1743
ENSG00000274654	AC022467.1	748
ENSG00000188467	SLC24A5	21682
ENSG00000104177	MYEF2	43721
ENSG00000233932	CTXN2	25636
ENSG00000074803	SLC12A1	125640
ENSG00000259235	AC066612.1	4570
ENSG00000259385	AC066612.2	9493
ENSG00000259488	AC023355.1	19503
ENSG00000202542	Y_RNA	113
ENSG00000128951	DUT	12362
ENSG00000103995	CEP152	98218
ENSG00000259216	AC084757.1	489
ENSG00000259469	AC084757.2	764
ENSG00000259670	AC012379.1	931
ENSG00000259700	AC012379.2	1208
ENSG00000259656	AC013452.2	1473
ENSG00000159495	TGM7	25984
ENSG00000260406	AC009852.1	676
ENSG00000168806	LCMT2	6933
ENSG00000168803	ADAL	23898
ENSG00000140265	ZSCAN29	12853
ENSG00000137822	TUBGCP4	40550
ENSG00000243871	RN7SL487P	343
ENSG00000067369	TP53BP1	107667
ENSG00000166963	MAP1A	20662
ENSG00000168781	PPIP5K1	56791
ENSG00000237289	CKMT1B	11847
ENSG00000242866	STRC	19237
ENSG00000222398	RNU6-554P	105
ENSG00000284772	AC011330.3	18075
ENSG00000166762	CATSPER2	39615
ENSG00000206991	RNU6-610P	106
ENSG00000275601	AC011330.2	634
ENSG00000224677	PDIA3P2	157
ENSG00000249839	AC011330.1	20685
ENSG00000223572	CKMT1A	6336
ENSG00000166763	STRCP1	18696
ENSG00000201136	RNU6-353P	107
ENSG00000205771	CATSPER2P1	20176
ENSG00000206589	RNU6-354P	106
ENSG00000167004	PDIA3	26868
ENSG00000128886	ELL3	4710
ENSG00000262560	AC018512.1	26516
ENSG00000140264	SERF2	25502
ENSG00000221792	MIR1282	100
ENSG00000184716	SERINC4	6059
ENSG00000242028	HYPK	6901
ENSG00000140259	MFAP1	20198
ENSG00000092470	WDR76	41432
ENSG00000200391	Y_RNA	112
ENSG00000171877	FRMD5	324510
ENSG00000227973	PIN4P1	395
ENSG00000185607	ACTBP7	1123
ENSG00000224055	GAPDHP55	802
ENSG00000166734	CASC4	127039
ENSG00000250130	AC090519.1	1001
ENSG00000259499	AC090519.2	3131
ENSG00000259595	AC025043.1	24459
ENSG00000137770	CTDSPL2	101416
ENSG00000259335	HNRNPMP1	1767
ENSG00000259563	AC025430.1	833
ENSG00000179523	EIF3J-DT	9789
ENSG00000104131	EIF3J	25904
ENSG00000259659	AC009996.1	1359
ENSG00000104133	SPG11	100982
ENSG00000229474	PATL2	45584
ENSG00000206957	Y_RNA	97
ENSG00000166710	B2M	7390
ENSG00000185880	TRIM69	38841
ENSG00000276121	AC122108.2	525
ENSG00000185634	SHC4	140178
ENSG00000255302	EID1	2039
ENSG00000259602	AC091073.1	9795
ENSG00000259500	KRT8P24	1558
ENSG00000138593	SECISBP2L	57971
ENSG00000207105	Y_RNA	110
ENSG00000265942	RN7SL577P	302
ENSG00000166200	COPS2	49593
ENSG00000200120	Y_RNA	101
ENSG00000156958	GALK2	212213
ENSG00000259467	NDUFAF4P1	518
ENSG00000264210	MIR4716	83
ENSG00000259545	AC013452.1	1131
ENSG00000243338	RN7SL307P	294
ENSG00000166262	FAM227B	293967
ENSG00000275580	AC022306.2	646
ENSG00000276593	AC022306.3	549
ENSG00000259531	AC022306.1	1561
ENSG00000140285	FGF7	65597
ENSG00000104047	DTWD1	35195
ENSG00000140287	HDC	24018
ENSG00000241175	RN7SL494P	303
ENSG00000104043	ATP8B4	324579
ENSG00000259188	AC025040.1	6226
ENSG00000201086	RNA5SP394	118
ENSG00000140284	SLC27A2	54189
ENSG00000200605	Y_RNA	108
ENSG00000104064	GABPB1	80016
ENSG00000271819	RNU6-94P	106
ENSG00000285410	GABPB1-IT1	5925
ENSG00000244879	GABPB1-AS1	17243
ENSG00000259715	AC022087.1	744
ENSG00000284284	MIR4712	81
ENSG00000259465	AHCYP7	1307
ENSG00000138592	USP8	90041
ENSG00000252376	RNA5SP395	117
ENSG00000242737	AC012170.1	358
ENSG00000259618	AC012170.3	3062
ENSG00000259298	AC012170.2	1549
ENSG00000170236	USP50	46146
ENSG00000092439	TRPM7	134324
ENSG00000259684	AC084756.1	2899
ENSG00000243027	RN7SL354P	293
ENSG00000138600	SPPL2A	63443
ENSG00000279665	AC012100.3	574
ENSG00000259773	AC012100.2	3120
